    7.51771E+03     2.51479E-16     1.67124E-15    -1.92592E-15    -1.89786E-03    -1.97594E-03    -3.69431E-11     3.93914E-08    -3.73234E-11     3.73234E-11     9.74326E-16     3.69914E-08
    7.45702E+03     2.00591E-15     1.32976E-14    -1.53542E-14    -1.82225E-03    -1.97594E-03    -2.93010E-10     7.85245E-08    -7.44021E-11     7.44022E-11     3.81962E-15     7.28123E-08
    7.39683E+03     6.71466E-15     4.44012E-14    -5.13706E-14    -1.74905E-03    -1.97594E-03    -9.75506E-10     1.17484E-07    -1.11316E-10     1.11317E-10     8.34435E-15     1.07488E-07
    7.33712E+03     1.56990E-14     1.03547E-13    -1.20041E-13    -1.67823E-03    -1.97594E-03    -2.26820E-09     1.56402E-07    -1.48191E-10     1.48192E-10     1.42651E-14     1.41043E-07
    7.27789E+03     3.00742E-14     1.97846E-13    -2.29829E-13    -1.60971E-03    -1.97594E-03    -4.32055E-09     1.95451E-07    -1.85189E-10     1.85191E-10     2.12210E-14     1.73503E-07
    7.21914E+03     5.06831E-14     3.32534E-13    -3.87094E-13    -1.54345E-03    -1.97594E-03    -7.23876E-09     2.34836E-07    -2.22503E-10     2.22507E-10     2.87934E-14     2.04893E-07
    7.16086E+03     7.80426E-14     5.10631E-13    -5.95682E-13    -1.47940E-03    -1.97594E-03    -1.10787E-08     2.74781E-07    -2.60348E-10     2.60355E-10     3.65286E-14     2.35237E-07
    7.10306E+03     1.12312E-13     7.32755E-13    -8.56686E-13    -1.41750E-03    -1.97594E-03    -1.58422E-08     3.15520E-07    -2.98945E-10     2.98956E-10     4.39670E-14     2.64560E-07
    7.04572E+03     1.53274E-13     9.97026E-13    -1.16831E-12    -1.35771E-03    -1.97594E-03    -2.14761E-08     3.57282E-07    -3.38508E-10     3.38526E-10     5.06654E-14     2.92886E-07
    6.98884E+03     2.00349E-13     1.29917E-12    -1.52598E-12    -1.29998E-03    -1.97594E-03    -2.78745E-08     4.00276E-07    -3.79236E-10     3.79262E-10     5.62303E-14     3.20239E-07
    6.93242E+03     2.52618E-13     1.63274E-12    -1.92254E-12    -1.24424E-03    -1.97594E-03    -3.48846E-08     4.44680E-07    -4.21298E-10     4.21335E-10     6.03361E-14     3.46644E-07
    6.87646E+03     3.08889E-13     1.98952E-12    -2.34874E-12    -1.19046E-03    -1.97594E-03    -4.23165E-08     4.90629E-07    -4.64821E-10     4.64872E-10     6.27556E-14     3.72123E-07
    6.82095E+03     3.67757E-13     2.35997E-12    -2.79372E-12    -1.13858E-03    -1.97594E-03    -4.99534E-08     5.38207E-07    -5.09886E-10     5.09952E-10     6.33636E-14     3.96700E-07
    6.76589E+03     4.27710E-13     2.73396E-12    -3.24582E-12    -1.08856E-03    -1.97594E-03    -5.75674E-08     5.87444E-07    -5.56520E-10     5.56604E-10     6.21628E-14     4.20398E-07
    6.71127E+03     4.87203E-13     3.10125E-12    -3.69318E-12    -1.04034E-03    -1.97594E-03    -6.49316E-08     6.38308E-07    -6.04694E-10     6.04798E-10     5.92627E-14     4.43241E-07
    6.65710E+03     5.44798E-13     3.45241E-12    -4.12473E-12    -9.93885E-04    -1.97594E-03    -7.18394E-08     6.90714E-07    -6.54325E-10     6.54453E-10     5.49027E-14     4.65250E-07
    6.60336E+03     5.99219E-13     3.77921E-12    -4.53072E-12    -9.49139E-04    -1.97594E-03    -7.81131E-08     7.44524E-07    -7.05286E-10     7.05438E-10     4.94011E-14     4.86448E-07
    6.55005E+03     6.49487E-13     4.07543E-12    -4.90367E-12    -9.06059E-04    -1.97594E-03    -8.36225E-08     7.99562E-07    -7.57408E-10     7.57586E-10     4.31704E-14     5.06858E-07
    6.49718E+03     6.94965E-13     4.33725E-12    -5.23875E-12    -8.64598E-04    -1.97594E-03    -8.82909E-08     8.55622E-07    -8.10497E-10     8.10704E-10     3.66646E-14     5.26500E-07
    6.44473E+03     7.35417E-13     4.56349E-12    -5.53421E-12    -8.24711E-04    -1.97594E-03    -9.21019E-08     9.12488E-07    -8.64349E-10     8.64585E-10     3.03572E-14     5.45396E-07
    6.39271E+03     7.71039E-13     4.75587E-12    -5.79161E-12    -7.86354E-04    -1.97594E-03    -9.51025E-08     9.69950E-07    -9.18765E-10     9.19030E-10     2.47014E-14     5.63568E-07
    6.34110E+03     8.02413E-13     4.91863E-12    -6.01546E-12    -7.49482E-04    -1.97594E-03    -9.73953E-08     1.02781E-06    -9.73562E-10     9.73857E-10     2.01073E-14     5.81036E-07
    6.28991E+03     8.30526E-13     5.05867E-12    -6.21341E-12    -7.14052E-04    -1.97594E-03    -9.91395E-08     1.08593E-06    -1.02860E-09     1.02892E-09     1.68973E-14     5.97821E-07
    6.23914E+03     8.56645E-13     5.18463E-12    -6.39517E-12    -6.80021E-04    -1.97594E-03    -1.00531E-07     1.14419E-06    -1.08377E-09     1.08412E-09     1.52917E-14     6.13943E-07
    6.18877E+03     8.82273E-13     5.30661E-12    -6.57229E-12    -6.47347E-04    -1.97594E-03    -1.01797E-07     1.20255E-06    -1.13903E-09     1.13942E-09     1.53839E-14     6.29422E-07
    6.13881E+03     9.08982E-13     5.43505E-12    -6.75679E-12    -6.15990E-04    -1.97594E-03    -1.03166E-07     1.26103E-06    -1.19442E-09     1.19483E-09     1.71368E-14     6.44278E-07
    6.08926E+03     9.38338E-13     5.58024E-12    -6.96062E-12    -5.85908E-04    -1.97594E-03    -1.04862E-07     1.31972E-06    -1.25000E-09     1.25044E-09     2.03791E-14     6.58529E-07
    6.04010E+03     9.71737E-13     5.75119E-12    -7.19442E-12    -5.57062E-04    -1.97594E-03    -1.07079E-07     1.37877E-06    -1.30591E-09     1.30638E-09     2.48279E-14     6.72195E-07
    5.99135E+03     1.01032E-12     5.95513E-12    -7.46680E-12    -5.29412E-04    -1.97594E-03    -1.09966E-07     1.43836E-06    -1.36235E-09     1.36285E-09     3.00988E-14     6.85294E-07
    5.94298E+03     1.05486E-12     6.19676E-12    -7.78356E-12    -5.02920E-04    -1.97594E-03    -1.13617E-07     1.49875E-06    -1.41953E-09     1.42007E-09     3.57507E-14     6.97844E-07
    5.89501E+03     1.10569E-12     6.47784E-12    -8.14715E-12    -4.77549E-04    -1.97594E-03    -1.18060E-07     1.56017E-06    -1.47770E-09     1.47826E-09     4.13093E-14     7.09864E-07
    5.84742E+03     1.16270E-12     6.79717E-12    -8.55659E-12    -4.53262E-04    -1.97594E-03    -1.23255E-07     1.62288E-06    -1.53708E-09     1.53768E-09     4.63239E-14     7.21370E-07
    5.80022E+03     1.22535E-12     7.15058E-12    -9.00745E-12    -4.30021E-04    -1.97594E-03    -1.29099E-07     1.68710E-06    -1.59790E-09     1.59853E-09     5.03871E-14     7.32380E-07
    5.75339E+03     1.29265E-12     7.53123E-12    -9.49215E-12    -4.07793E-04    -1.97594E-03    -1.35433E-07     1.75303E-06    -1.66033E-09     1.66100E-09     5.31932E-14     7.42911E-07
    5.70695E+03     1.36335E-12     7.93047E-12    -1.00009E-11    -3.86543E-04    -1.97594E-03    -1.42058E-07     1.82080E-06    -1.72451E-09     1.72521E-09     5.45433E-14     7.52978E-07
    5.66088E+03     1.43596E-12     8.33823E-12    -1.05223E-11    -3.66235E-04    -1.97594E-03    -1.48748E-07     1.89049E-06    -1.79049E-09     1.79124E-09     5.43871E-14     7.62599E-07
    5.61518E+03     1.50899E-12     8.74450E-12    -1.10446E-11    -3.46838E-04    -1.97594E-03    -1.55282E-07     1.96209E-06    -1.85829E-09     1.85908E-09     5.28063E-14     7.71788E-07
    5.56986E+03     1.58098E-12     9.13979E-12    -1.15569E-11    -3.28318E-04    -1.97594E-03    -1.61451E-07     2.03554E-06    -1.92784E-09     1.92868E-09     5.00288E-14     7.80562E-07
    5.52489E+03     1.65075E-12     9.51634E-12    -1.20499E-11    -3.10645E-04    -1.97594E-03    -1.67092E-07     2.11072E-06    -1.99903E-09     1.99992E-09     4.63833E-14     7.88934E-07
    5.48030E+03     1.71745E-12     9.86887E-12    -1.25172E-11    -2.93787E-04    -1.97594E-03    -1.72093E-07     2.18747E-06    -2.07170E-09     2.07263E-09     4.22913E-14     7.96921E-07
    5.43606E+03     1.78066E-12     1.01949E-11    -1.29556E-11    -2.77714E-04    -1.97594E-03    -1.76410E-07     2.26560E-06    -2.14568E-09     2.14666E-09     3.82034E-14     8.04535E-07
    5.39217E+03     1.84049E-12     1.04956E-11    -1.33659E-11    -2.62397E-04    -1.97594E-03    -1.80075E-07     2.34492E-06    -2.22079E-09     2.22182E-09     3.45737E-14     8.11791E-07
    5.34865E+03     1.89746E-12     1.07747E-11    -1.37523E-11    -2.47807E-04    -1.97594E-03    -1.83179E-07     2.42528E-06    -2.29687E-09     2.29795E-09     3.17896E-14     8.18703E-07
    5.30547E+03     1.95256E-12     1.10390E-11    -1.41222E-11    -2.33917E-04    -1.97594E-03    -1.85880E-07     2.50653E-06    -2.37381E-09     2.37494E-09     3.01656E-14     8.25284E-07
    5.26264E+03     2.00710E-12     1.12973E-11    -1.44857E-11    -2.20698E-04    -1.97594E-03    -1.88375E-07     2.58863E-06    -2.45155E-09     2.45273E-09     2.98694E-14     8.31546E-07
    5.22016E+03     2.06256E-12     1.15596E-11    -1.48542E-11    -2.08125E-04    -1.97594E-03    -1.90884E-07     2.67157E-06    -2.53009E-09     2.53132E-09     3.09388E-14     8.37502E-07
    5.17802E+03     2.12046E-12     1.18358E-11    -1.52392E-11    -1.96172E-04    -1.97594E-03    -1.93619E-07     2.75545E-06    -2.60951E-09     2.61080E-09     3.32607E-14     8.43165E-07
    5.13622E+03     2.18218E-12     1.21349E-11    -1.56512E-11    -1.84814E-04    -1.97594E-03    -1.96775E-07     2.84041E-06    -2.68996E-09     2.69130E-09     3.65792E-14     8.48546E-07
